mask_rate,scenario,method,coupling_mean,coupling_median,rmse_omega_mean,objective_evals_mean,runtime_ms_mean,corr_coupling_rmse_omega,method_family
0.6,S2_Gappy,P0,0.7389028048143544,0.7287022841543308,0.19232754920306078,201.0,34.55630075186491,0.5365920050740993,engine
0.7,S2_Gappy,B1,0.7762385047982356,0.7654388332858515,0.2123674508417214,201.0,31.628444511443377,-0.8733693133593718,engine
0.7,S2_Gappy,B2,0.8018780387648334,0.8061432348963262,1.5541855673123136e+100,201.0,31.789199449121952,-0.5097211426407158,engine
0.7,S2_Gappy,BL_LM_PT,0.7350413062767053,0.7262995831230568,0.19340393608273793,201.0,33.264177571982145,0.8444016986028963,baseline
0.7,S2_Gappy,BL_LM_RAW,0.7352490642216192,0.7241034840566984,0.20659492654339595,201.0,30.16953421756625,-0.5176083925328874,baseline
0.7,S2_Gappy,P0,0.7359537442001054,0.7262997077677837,0.19322024045522973,201.0,34.665733482688665,0.8209816524084802,engine
0.8,S2_Gappy,B1,0.7672524594404492,0.764489311335425,0.21027537484084474,201.0,31.672534253448248,-0.5312095709564765,engine
0.8,S2_Gappy,B2,0.7571025578710019,0.7818265947779137,3.0050494785739693e+65,201.0,31.471393816173077,-0.22059308141506087,engine
0.8,S2_Gappy,BL_LM_PT,0.7555693210807385,0.7492363990915791,0.19443727715167275,201.0,32.99823431298137,0.6868651724245984,baseline
0.8,S2_Gappy,BL_LM_RAW,0.721985549953378,0.6958822870852754,0.20533504242326392,201.0,30.153737496584654,-0.5338696671245461,baseline
0.8,S2_Gappy,P0,0.7693494888723278,0.7561263093916242,0.19393057227622906,201.0,34.50763365253806,0.8379737282656577,engine
