scenario,method,objective_mode,mean_rmse_tau,ci95_rmse_tau_low,ci95_rmse_tau_high,mean_rmse_omega,ci95_rmse_omega_low,ci95_rmse_omega_high,mean_abs_z_drift,ci95_abs_z_drift_low,ci95_abs_z_drift_high,mean_leakage_final,ci95_leakage_final_low,ci95_leakage_final_high,mean_loss_eval_raw,ci95_loss_eval_raw_low,ci95_loss_eval_raw_high,mean_loss_eval_base,ci95_loss_eval_base_low,ci95_loss_eval_base_high,loss_final_median,rmse_tau_median,rmse_omega_median,abs_z_drift_median,leakage_final_median,loss_eval_raw_median,loss_eval_base_median,loss_final_iqr,rmse_tau_iqr,rmse_omega_iqr,abs_z_drift_iqr,leakage_final_iqr,loss_eval_raw_iqr,loss_eval_base_iqr,diverge_rate,diverge_rate_eff_1e6,diverge_rate_eff_1e8,mean_objective_evals,mean_runtime_ms,method_family
S3_Hetero,B1,as_designed,0.2536453550034126,0.21574272022943644,0.3021214042455025,0.19884256226132468,0.19254896621515402,0.20356680114182013,385.1577431261213,258.1045256245303,513.4336239395763,1.6615842081427286,1.2900804699669919,2.0062633178838016,13629665.924948353,6470997.940843232,21695256.46720319,3538219.3699336546,1662785.464457625,6052208.933576372,8653265.200331952,0.24328971689830975,0.20102291736043298,355.9644285610382,1.699634349611152,8653265.200331952,1765114.9011170743,14746807.6324078,0.07190457299287173,0.005592043812169545,287.02868460145976,0.46885308396739167,14746807.6324078,2218622.045349773,0.0,0.9,0.0,201.0,30.818502139300108,engine
S3_Hetero,B2,as_designed,6.270095560585314e+256,1.0548159343940996e+237,1.8810286681755943e+257,6.946107965466047e+241,2.812429187537929e+222,2.083832389639814e+242,5.998738699360117e+128,2.277419044251281e+119,1.7996216066194307e+129,0.9859576363082045,0.9341216475377623,1.036712918290195,3.268479928460359e+260,1.4748483607891592e+241,9.805439785381078e+260,1.916474484452232e+260,8.266360679068787e+240,5.749423453356696e+260,5.431987244089843e+240,3.398536564247245e+236,2.3191227353912854e+221,2.346801238678008e+119,1.0055472343080887,5.431987244089843e+240,3.6788337789385675e+240,1.2113299847176445e+242,4.696345236411467e+238,2.452108241991651e+223,1.326029227875751e+120,0.0923178487501809,1.2113299847176445e+242,6.481011674716416e+241,0.0,1.0,1.0,201.0,31.49647293612361,engine
S3_Hetero,BL_LM_PT,as_designed,0.032017841551857315,0.018463619227664034,0.04850302227622754,0.19015786806877338,0.18792420986355654,0.19249871856751474,0.2770139335448334,0.18135361607625772,0.3784637894162457,2.5773350329235245,2.4461582705507285,2.6961329099950953,151.1823523883354,126.51744723694247,170.36769766396455,22.337213799918572,18.30797662904068,25.828095483304416,22.734414055771065,0.03172432927098452,0.1893268269260832,0.2733608105366261,2.567420391101244,152.8283044983833,22.734414055771065,9.394596912009504,0.025653468811255298,0.0056928418974565576,0.288223071882771,0.20685503779332226,40.1403895828127,9.394596912009504,0.0,0.0,0.0,201.0,32.0607528090477,baseline
S3_Hetero,BL_LM_RAW,as_designed,0.2067071295732089,0.2,0.2199366239936114,0.1993581832524721,0.19781255578773227,0.20024027456560792,0.0294972995889063,0.0,0.08167078152812396,1.7467693224617773,1.6566034904298834,1.8301882623900454,131.87019385568175,111.12591041087848,148.3722492021427,38.98536782814367,31.88713213313963,45.51944234369344,140.02555500252828,0.2,0.2,0.0,1.7768388976427674,140.02555500252828,40.70603634955201,26.1759333377354,0.0001958836798374164,0.0,0.003512280128733517,0.16191606107029877,26.1759333377354,9.956525955907594,0.0,0.0,0.0,201.0,29.20910557731986,baseline
S3_Hetero,BL_OGTR,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,0.9692203616093312,0.9383381205994503,1.0000159447685315,5.892326677263879,4.665005639569052,6.934882581729827,4.513950371920902,3.807155092728155,5.106009083873796,5.6968776618116905,0.04210526315789469,0.003684210526315762,0.0,0.9662995934096651,5.6968776618116905,4.588125511879484,2.5360081634049845,0.0,0.0,0.0,0.08245518284247644,2.5360081634049845,1.0736601437264603,0.0,0.0,0.0,400.0,14.794934540987015,baseline
S3_Hetero,BL_OGTR_CF,as_designed,0.043040935672514595,0.036842105263157884,0.05017543859649122,0.00443274853801168,0.003684210526315762,0.005555555555555557,0.0,0.0,0.0,0.9799351056699537,0.9427159570232772,1.01925836693092,5.839933875671145,4.629988226834134,6.900355746151168,4.6877149431553935,3.917736222590324,5.360182167072726,5.6968776618116905,0.04210526315789469,0.003684210526315762,0.0,0.9739607655150864,5.6968776618116905,4.588125511879484,2.2787430876408683,0.0,0.0,0.0,0.08653901617993798,2.2787430876408683,1.5989643585362403,0.0,0.0,0.0,500.0,18.28158153221011,baseline
S3_Hetero,P0,as_designed,0.0320177781372681,0.018463565787329134,0.04850294131207865,0.19015786324148007,0.18792420982918692,0.1924987154878202,0.27701742922247,0.18135572250227777,0.378468789970513,2.5773369881595802,2.4461591442306156,2.6961355047665005,151.18260468782367,126.51769059239004,170.36814941101156,22.337216118322267,18.30797925515909,25.82809979201709,22.734421812392963,0.03172424329957181,0.1893268222167686,0.27336411536757377,2.5674228443668454,152.8284409890929,22.734421812392963,9.394599455424977,0.02565347666822359,0.005692840559682583,0.288227707538668,0.2068571952787721,40.14060441238763,9.394599455424977,0.0,0.0,0.0,201.0,33.52970164269209,engine
S_PT_z0,B1,as_designed,0.1972054288695205,0.15538166304420228,0.25724595776253834,0.20608019908904956,0.20223185321514967,0.20935207750041726,416.99186858283764,270.2072989081386,588.4935740602211,1.836751442943492,1.5550970087743436,2.10532617425745,14184950.164500799,5716372.544364136,24619774.97944705,3363828.893665702,1203434.9098738914,5964366.062339964,9354811.316022906,0.18420097426774737,0.20660504821811643,378.7181729061797,1.8672971457084122,9354811.316022906,1775469.9655569568,13770950.143783946,0.06347580355401539,0.006152195101592206,330.65235799827565,0.5406347750744,13770950.143783946,2527246.831271427,0.0,0.9,0.0,201.0,30.67291621118784,engine
S_PT_z0,B2,as_designed,3.3272138189599834e+212,5.510704199332618e+193,9.981641456879945e+212,1.0293811281800287e+213,2.144866106631932e+195,3.088143384540085e+213,1.2363411082492663e+114,3.282369457375444e+105,3.7090230996998034e+114,0.9348706350832423,0.8431241894171853,1.0234557402321582,1.065922219185899e+231,2.8778894703812894e+213,3.197766657557684e+231,6.410792146359542e+230,1.7888882545489357e+213,1.923237643907853e+231,6.301879302361777e+212,4.345604372745666e+193,2.4985479279690888e+194,2.623082960929657e+105,0.9436921554093873,6.301879302361777e+212,3.0480647032239235e+212,9.04348627871064e+214,1.657909858655125e+196,3.828260172099995e+196,3.6376842725583036e+106,0.17536510082995005,9.04348627871064e+214,4.206002481944696e+214,0.0,1.0,1.0,201.0,31.09780764207244,engine
S_PT_z0,BL_LM_PT,as_designed,0.04278748604442449,0.027781288600736927,0.05842626123523929,0.19198266254298602,0.1901097385536352,0.19397371044109357,0.05969058093376438,0.03902443208669095,0.07683261892936365,2.455187328806293,2.339790764339882,2.565325286432936,124.83476194382418,105.07915606795635,140.77596600822685,17.994864917187307,14.796095901184572,20.83596239075383,17.32590515243607,0.05107919840245158,0.1913119975576978,0.07020049794118041,2.4645499625120495,133.12222296607874,17.32590515243607,6.956566157774304,0.036132645058225735,0.004919079414975103,0.03075831554415223,0.2376135485726394,31.10841609526652,6.956566157774304,0.0,0.0,0.0,201.0,31.842495687305927,baseline
S_PT_z0,BL_LM_RAW,as_designed,0.1949191438040144,0.18533778567343107,0.20803151960625232,0.20159504705854148,0.20054313885626357,0.20288937519672554,0.07148957490007521,0.037225308849515165,0.10347667392577685,1.8204213719146622,1.7500791694762639,1.8815713803592646,122.07781549853614,103.47338845006223,136.28734176790613,28.507735007119628,23.600697179382568,32.82576650770475,129.12859942528257,0.1949720381139046,0.2010617195160088,0.07225247695807387,1.8370121185126989,129.12859942528257,30.038044589905482,31.306577896762832,0.014878210211075715,0.002141437911107963,0.06700279905181034,0.09528055529146795,31.306577896762832,7.161954621081755,0.0,0.0,0.0,201.0,28.92685132101178,baseline
S_PT_z0,BL_OGTR,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,0.9804442116294103,0.9399404093530082,1.0216620187425076,6.7778345297702405,5.575039837100321,7.773313784139247,3.439334621001008,2.8461094032029544,3.913205681844046,6.881962197142647,0.04210526315789469,0.003684210526315762,0.0,0.9763138622601095,6.881962197142647,3.508730769977251,2.2919675029927316,0.0,0.0,0.0,0.08585954425061182,2.2919675029927316,0.6580349664238079,0.0,0.0,0.0,400.0,14.83444543555379,baseline
S_PT_z0,BL_OGTR_CF,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,0.9804442116294103,0.9399404093530082,1.0216620187425076,6.7778345297702405,5.575039837100321,7.773313784139247,3.439334621001008,2.8461094032029544,3.913205681844046,6.881962197142647,0.04210526315789469,0.003684210526315762,0.0,0.9763138622601095,6.881962197142647,3.508730769977251,2.2919675029927316,0.0,0.0,0.0,0.08585954425061182,2.2919675029927316,0.6580349664238079,0.0,0.0,0.0,500.0,18.18938199430704,baseline
S_PT_z0,P0,as_designed,0.04278742643703716,0.02778122107554848,0.05842621254245703,0.19198265611066154,0.1901097316558687,0.19397370441901673,0.0596905606354319,0.03902440312921784,0.07683258480210492,2.4551875387271225,2.339790949463435,2.565325463020121,124.8347652274729,105.07915961324107,140.77596952898585,17.99486287601028,14.796093977679678,20.8359602428802,17.32590419346975,0.05107912651076811,0.1913119912978566,0.07020043793900083,2.4645502374539077,133.1222270598148,17.32590419346975,6.956565740865299,0.03613268060494586,0.004919074714972355,0.030758246627801897,0.23761353946800767,31.108418215490204,6.956565740865299,0.0,0.0,0.0,201.0,33.373588137328625,engine
